rua,cep,bairro,cidade,uf
Avenida Jaime Pinto Machado,12227852,Residencial São Francisco,São José dos Campos,SP
Rua Paulo Liberato Cursino,12227853,Residencial São Francisco,São José dos Campos,SP
Rua Cristiane Quitéria Oliveira Porto,12227854,Residencial São Francisco,São José dos Campos,SP
Rua Edson Coutinho,12227855,Residencial São Francisco,São José dos Campos,SP
Rua Rogério Coutinho,12227856,Residencial São Francisco,São José dos Campos,SP
Rua José Carlos Fraterno de Aguiar,12227857,Residencial São Francisco,São José dos Campos,SP
Rua Clarisse Franco Rodrigues,12227858,Residencial São Francisco,São José dos Campos,SP
Rua Antônio Cunha,12227859,Residencial São Francisco,São José dos Campos,SP
Rua Sílvio de Souza Rezende Filho,12227860,Residencial São Francisco,São José dos Campos,SP
Rua Adilson Aparecido da Silva,12227861,Residencial São Francisco,São José dos Campos,SP
Rua Jairo Veneziani,12227862,Residencial São Francisco,São José dos Campos,SP
Rua Pedro Medeiros,12227863,Residencial São Francisco,São José dos Campos,SP
Rua Tiago Epifânio Bessa,12227864,Residencial São Francisco,São José dos Campos,SP
Rua Paulo Rodolfo Aparecido,12227865,Residencial São Francisco,São José dos Campos,SP
Rua Laércio Henrique Toledo,12227866,Residencial São Francisco,São José dos Campos,SP
Rua Umbelina Melo Romeu,12228002,Jardim Santo Onofre,São José dos Campos,SP
Rua Norma Sueli Junqueira Pereira,12228003,Jardim Santo Onofre,São José dos Campos,SP
Avenida Vicente Brandão Ferreira ( Putim ),12228004,Jardim Santa Luzia,São José dos Campos,SP
Avenida Júlio Cezar Villaça,12228005,Jardim Santa Luzia,São José dos Campos,SP
Rua Quatro,12226211,Primavera II,São José dos Campos,SP
Acesso José Miguel Dias,12243262,Vila Ema,São José dos Campos,SP
Rua Maria Amélia de Oliveira,12228007,Jardim Santo Onofre,São José dos Campos,SP
Rua Maria José Ribeiro,12228006,Jardim Santo Onofre,São José dos Campos,SP
Praça Benedito Domingos Ramos,12237575,Morada do Sol,São José dos Campos,SP
Avenida Doutor Amin Simão,12227001,Jardim da Granja,São José dos Campos,SP
Praça Oito de Março,12225551,Jardim das Cerejeiras,São José dos Campos,SP
Avenida Doutor Eduardo Cury,12242001,Jardim das Colinas,São José dos Campos,SP
Rua Guilherme Lourenço,12232182,Jardim Portugal,São José dos Campos,SP
Viaduto Joaquim de Oliveira Prisco,12214442,Freitas,São José dos Campos,SP
Rua Vitória da Conquista,12215581,Monte Castelo,São José dos Campos,SP
Rua Nemésio Flávio Queiroz Júnior,12215582,Monte Castelo,São José dos Campos,SP
Rua Irajá Andrade Santos,12228016,Jardim Santo Onofre,São José dos Campos,SP
Rua Luiza dos Santos Bernardes,12228015,Jardim Santo Onofre,São José dos Campos,SP
Praça Deolinda de Abreu Lima,12230532,Jardim Satélite,São José dos Campos,SP
Viaduto Reverendo José Pereira da Costa,12242411,Jardim Esplanada,São José dos Campos,SP
Rua Paulo Haruyoshi Hayashi,12244570,Urbanova,São José dos Campos,SP
Rua Professor Walter de Almeida Monteiro,12244550,Urbanova,São José dos Campos,SP
Rua Marcos Rogério Deolindo da Silva,12244540,Urbanova,São José dos Campos,SP
Rua Conrado Cruz,12244530,Urbanova,São José dos Campos,SP
Rua Maria Luiza Auricchio de Oliveira,12228261,Residencial Juritis,São José dos Campos,SP
Rua José Samartini,12228262,Residencial Juritis,São José dos Campos,SP
Rua Rafael Augusto Guimarães,12228263,Residencial Juritis,São José dos Campos,SP
Rua Santo Moratore,12228265,Residencial Juritis,São José dos Campos,SP
Rua José Antonio Samartini,12228266,Residencial Juritis,São José dos Campos,SP
Rua Dois,12226301,Chácaras Boa Esperança,São José dos Campos,SP
Rua Adelaide Louzada Franco do Amaral,12216335,Jardim São José Leste,São José dos Campos,SP
Rua Desembargador Francisco Murilo Pinto,12209535,Centro,São José dos Campos,SP
Rua Manabu Mabe,12228011,Jardim Santo Onofre,São José dos Campos,SP
Rua Frederico Miacci Natalici,12228012,Jardim Santo Onofre,São José dos Campos,SP
Rua Cesarina Rodrigues Eras Soares,12228182,Jardim São Leopoldo,São José dos Campos,SP
Rua Albenzio Romancini,12228183,Residencial Jatobá,São José dos Campos,SP
Rua Aline Mara Barbosa da Silva,12228253,Conjunto Residencial Nosso Teto,São José dos Campos,SP
Rua Messias Alvarenga,12228252,Conjunto Residencial Nosso Teto,São José dos Campos,SP
Rua Maria de Souza,12228254,Conjunto Residencial Nosso Teto,São José dos Campos,SP
Rua Aline Lelis da Silva,12228255,Conjunto Residencial Nosso Teto,São José dos Campos,SP
Praça das Árvores,12221195,Jardim São Jorge,São José dos Campos,SP
Rotatória Monsenhor José Maria Escrivã,12242412,Jardim Esplanada,São José dos Campos,SP
Praça Olívio Augusto da Silva,12215451,Monte Castelo,São José dos Campos,SP
Praça Darci Alves,12229071,Parque Interlagos,São José dos Campos,SP
Rua Sebastião Paulo Siqueira,12248504,Jardim Santa Inês III,São José dos Campos,SP
Rua Giovanna Maria Apparecida D'Amato Lima,12248502,Jardim Santa Inês III,São José dos Campos,SP
Rua José Cesário Cerqueira,12248503,Jardim Santa Inês III,São José dos Campos,SP
Rua Lobo Guará,12225417,Jardim das Cerejeiras,São José dos Campos,SP
Rua Zenaide Pereira de Faria,12227075,Residencial Cambuí,São José dos Campos,SP
Rua das Macieiras,12227076,Residencial Cambuí,São José dos Campos,SP
Rua Everaldo César Rosa,12236847,Residencial Gazzo,São José dos Campos,SP
Avenida José Pinto da Cunha,12227779,Parque Residencial Flamboyant,São José dos Campos,SP
Rua João Grill,12214506,Vila Unidos,São José dos Campos,SP
Rua Taiwan,12248193,Jardim Santa Inês II,São José dos Campos,SP
Rua Leonídia Damasceno Veneziani,12214501,Vila Unidos,São José dos Campos,SP
Rua Geraldo Machado da Silva,12214502,Vila Unidos,São José dos Campos,SP
Rua Margarida Trindade Machado,12214503,Vila Unidos,São José dos Campos,SP
Rua Geraldo Messias,12214504,Vila Unidos,São José dos Campos,SP
Rua José Pulga,12246022,Parque Residencial Aquarius,São José dos Campos,SP
Rua Célio José dos Santos,12246023,Parque Residencial Aquarius,São José dos Campos,SP
Rua Geraldo Vieira,12246024,Parque Residencial Aquarius,São José dos Campos,SP
Avenida Nair Toledo de Mira,12215656,Jardim Paulista,São José dos Campos,SP
Avenida Deputado Benedito Matarazzo - de 9000/9001 a 9998/9999,12216580,Jardim Oswaldo Cruz,São José dos Campos,SP
Rua das Cidreiras,12227078,Residencial Cambuí,São José dos Campos,SP
Avenida Leonor de Almeida Ribeiro Souto,12239050,Residencial União,São José dos Campos,SP
Rua Alaide Cursino dos Santos,12239049,Residencial União,São José dos Campos,SP
Rua Francisco Darli Campos,12239056,Residencial União,São José dos Campos,SP
Avenida Sansão Peres de Andrade,12224775,Jardim Pararangaba,São José dos Campos,SP
Avenida Antônio da Costa Nunes,12226705,Campos de São José,São José dos Campos,SP
Rua José Colombani Filho,12224816,Residencial Ana Maria,São José dos Campos,SP
Rua Antônio José de Pinho,12224826,Residencial Ana Maria,São José dos Campos,SP
Rua Waldemir Tescarollo,12224811,Residencial Ana Maria,São José dos Campos,SP
Rua Odette Mendes Tescarollo,12224821,Residencial Ana Maria,São José dos Campos,SP
Rua Elizeu de Pinho Nogueira,12224813,Residencial Ana Maria,São José dos Campos,SP
Rua Maria Rita de Pinho,12224818,Residencial Ana Maria,São José dos Campos,SP
Rua Henrique Bráulio de Melo Sobrinho,12228850,Jardim Santa Luzia,São José dos Campos,SP
Rua Miguel Cunha Barbosa,12228851,Jardim Santa Luzia,São José dos Campos,SP
Rua Gusmão Pinto da Cunha,12228852,Jardim Santa Luzia,São José dos Campos,SP
Rua Graziela Café de Oliveira,12228853,Jardim Santa Luzia,São José dos Campos,SP
Rua Confrade Nelson Pereira Lima,12228854,Jardim Santa Luzia,São José dos Campos,SP
Rua Professora Terezinha de Jesus Alves da Silva Vadô,12228855,Jardim Santa Luzia,São José dos Campos,SP
Rua Teresa Antonio,12228856,Jardim Santa Luzia,São José dos Campos,SP
Rua Américo Filipe de Azevedo,12228857,Jardim Santa Luzia,São José dos Campos,SP
Rua José Benedito de Almeida Pena,12228858,Jardim Santa Luzia,São José dos Campos,SP
Rua Juvenal Agostinho da Cunha,12228859,Jardim Santa Luzia,São José dos Campos,SP
Rua Ana Lúcia Cherubini e Silva,12228860,Jardim Santa Luzia,São José dos Campos,SP
Rua Djalma Sebastião Henze Alves,12228861,Jardim Santa Luzia,São José dos Campos,SP
Rua Benedito Antônio Liesack da Cunha,12228862,Jardim Santa Luzia,São José dos Campos,SP
Rua Ida do Nascimento,12228863,Jardim Santa Luzia,São José dos Campos,SP
Rua José da Cunha,12228864,Jardim Santa Luzia,São José dos Campos,SP
Rua Dezessete,12228865,Jardim Santa Luzia,São José dos Campos,SP
Avenida Pedro Domingues Affonso,12248498,Jardim Santa Inês III,São José dos Campos,SP
Rua Célia Regina de Oliveira,12248499,Jardim Santa Inês III,São José dos Campos,SP
Rua Robson Ricardo da Silva,12248505,Jardim Santa Inês II,São José dos Campos,SP
Rua Três,12248506,Jardim Santa Inês III,São José dos Campos,SP
Rua Therezinha da Piedade Beraldo Goulart Oliveira,12248507,Jardim Santa Inês III,São José dos Campos,SP
Rua Maria Benedita Gama,12248508,Jardim Santa Inês III,São José dos Campos,SP
Rua José Custódio da Silveira,12248509,Jardim Santa Inês III,São José dos Campos,SP
Travessa Sebastião Terra,12239006,Residencial União,São José dos Campos,SP
Rua Luzia Menezes de Carvalho Cordeiro,12237871,Residencial de Ville,São José dos Campos,SP
Rua Dois,12237873,Residencial de Ville,São José dos Campos,SP
Rua Marcelo Cordeiro de Oliveira,12237875,Residencial de Ville,São José dos Campos,SP
Rua Geraldo Soares Cordeiro,12237874,Residencial de Ville,São José dos Campos,SP
Rua Ermerinda da Cunha Lecques,12227783,Parque Residencial Flamboyant,São José dos Campos,SP
Rua Albenzio Romancini,12248255,Jardim Santa Inês III,São José dos Campos,SP
Rua José Alves de Souza,12214508,Vila Unidos,São José dos Campos,SP
Avenida Brasílio Duarte,12220045,Loteamento Residencial Vista Linda,São José dos Campos,SP
Rua Bertolino Cursino dos Santos,12225592,Jardim San Rafael,São José dos Campos,SP
Rua Benedito Fernandes de Andrade,12225599,Jardim San Rafael,São José dos Campos,SP
Rua Confrade José Paulino do Nascimento,12235835,Jardim San Marino,São José dos Campos,SP
Rua Epaminondas de Paula Freitas,12235840,Jardim San Marino,São José dos Campos,SP
Rua Antônio Hideto Kobayashi,12235845,Jardim San Marino,São José dos Campos,SP
Rua Luiz Ruffa,12235850,Jardim San Marino,São José dos Campos,SP
Rua Professora Lila Barboza,12242005,Jardim das Colinas,São José dos Campos,SP
Avenida Joaquim Ribeiro Guedes,12226850,Jardim Mariana I,São José dos Campos,SP
Rua Antoinette Melhem El Khouri Nicolas,12226852,Jardim Mariana I,São José dos Campos,SP
Rua Manoel Francisco de Moraes,12226851,Jardim Mariana I,São José dos Campos,SP
Rua Venâncio Coelho da Silva,12226864,Jardim Mariana I,São José dos Campos,SP
Rua Angelina de Souza Machado,12226853,Jardim Mariana I,São José dos Campos,SP
Rua Fátima Regina da Silva,12226858,Jardim Mariana I,São José dos Campos,SP
Rua Aurélio Portilho Castellanos,12226854,Jardim Mariana I,São José dos Campos,SP
Rua Engenheiro Pedro Paulo Cerqueira Lima,12226856,Jardim Mariana I,São José dos Campos,SP
Rua João Vicente Gomes Filho,12226859,Jardim Mariana I,São José dos Campos,SP
Rua José Hermínio de Oliveira,12226860,Jardim Mariana I,São José dos Campos,SP
Rua José Militão da Silva,12226861,Jardim Mariana I,São José dos Campos,SP
Rua Silvia Aparecida da Silva Nascimento,12226862,Jardim Mariana I,São José dos Campos,SP
Rua Cleusa Maria Soares da Silva,12226866,Jardim Mariana I,São José dos Campos,SP
Rua Antonio Marcos de Oliveira,12226870,Jardim Mariana II,São José dos Campos,SP
Rua Carmelindo Aparecido Correa,12226872,Jardim Mariana II,São José dos Campos,SP
Rua Doutor Antônio Borges de Toledo,12226874,Jardim Mariana II,São José dos Campos,SP
Rua Gonçalo Soares,12226876,Jardim Mariana II,São José dos Campos,SP
Rua Maria Angélia Monteiro Rodrigues,12226878,Jardim Mariana II,São José dos Campos,SP
Rua Joaquim Antonio Martins,12226877,Jardim Mariana II,São José dos Campos,SP
Rua Ken Ishizucka,12226879,Jardim Mariana II,São José dos Campos,SP
Rua Maurício Maldonado Júnior,12226880,Jardim Mariana II,São José dos Campos,SP
Rua Sebastião Ramos Nogueira,12226882,Jardim Mariana II,São José dos Campos,SP
Rua Maria de Andrade Vieira,12226884,Jardim Mariana II,São José dos Campos,SP
Avenida Mariana Andrade,12226886,Jardim Mariana II,São José dos Campos,SP
Rua Benedicto Rezende de Souza,12226888,Jardim Mariana II,São José dos Campos,SP
Rua Alceu Andrade,12226883,Jardim Mariana II,São José dos Campos,SP
Praça Raimundo Nonanto Lisboa,12223045,Cidade Vista Verde,São José dos Campos,SP
Praça Custódio Bento de Souza,12215420,Monte Castelo,São José dos Campos,SP
Rua Pedro Lopes da Silva,12244580,Urbanova,São José dos Campos,SP
Rua José Bonetti,12244573,Urbanova,São José dos Campos,SP
Rua Ilma Mendonça,12244576,Urbanova,São José dos Campos,SP
Rua Ércia Maria Ribeiro Pereira,12244583,Urbanova,São José dos Campos,SP
Avenida Celuta Barbosa Mendonça,12244586,Urbanova,São José dos Campos,SP
Rua Helena Reis Gomes Morais,12244589,Urbanova,São José dos Campos,SP
Rua Sérgio Rodrigues Moura,12244592,Urbanova,São José dos Campos,SP
Rua Vitório Friggi,12246046,Parque Residencial Aquarius,São José dos Campos,SP
Travessa Mangabeira,12232096,Bosque dos Eucaliptos,São José dos Campos,SP
Travessa Claudionor Chaves Itacaramby,12209155,Jardim Bela Vista,São José dos Campos,SP
Rua João Justo Pereira,12244590,Urbanova,São José dos Campos,SP
Rua Laura Pereira Rios,12248613,Jardim São José Leste,São José dos Campos,SP
Rua Maximiano dos Santos,12248622,Jardim São José Leste,São José dos Campos,SP
Rua Benedicta Maria da Conceição,12248619,Jardim São José Leste,São José dos Campos,SP
Rua Elias Anacleto do Prado,12248625,Jardim São José Leste,São José dos Campos,SP
Rua Padre Cícero Romão Batista,12248628,Jardim São José Leste,São José dos Campos,SP
Rua Sebastião Martins Ramos,12248631,Jardim São José Leste,São José dos Campos,SP
Rua João Pereira de Castro,12248634,Jardim São José Leste,São José dos Campos,SP
Rua Genilda Maria Almeida de Oliveira,12248637,Jardim São José Leste,São José dos Campos,SP
Rua Noêmia dos Santos Barbosa,12248640,Jardim São José Leste,São José dos Campos,SP
Rua José Hélio do Nascimento,12248643,Jardim São José Leste,São José dos Campos,SP
Praça José Marcelino de Sousa,12248646,Jardim São José Leste,São José dos Campos,SP
Praça Hélio Alves Garcia,12226592,Campos de São José,São José dos Campos,SP
Rua Reverendo Miguel Orlando Freitas,12220044,Loteamento Residencial Vista Linda,São José dos Campos,SP
Avenida Eduardo Alves Ferreira dos Santos,12225850,Residencial Dom Bosco,São José dos Campos,SP
Avenida João Vicente do Nascimento Netto,12225860,Residencial Dom Bosco,São José dos Campos,SP
Rua Doutor Benedito Alexandre Trindade Filho,12225852,Residencial Dom Bosco,São José dos Campos,SP
Rua Jurema Vinhas Betti,12225854,Residencial Dom Bosco,São José dos Campos,SP
Rua Edward Batista do Nascimento,12225856,Residencial Dom Bosco,São José dos Campos,SP
Rua Doutor Antonio Mazzuco,12225864,Residencial Dom Bosco,São José dos Campos,SP
Rua Josué Seresteiro de Oliveira,12225862,Residencial Dom Bosco,São José dos Campos,SP
Rua Aurora Cursino de Jesus,12225858,Residencial Dom Bosco,São José dos Campos,SP
Rua Maria Pereira da Silva,12225866,Residencial Dom Bosco,São José dos Campos,SP
Rua Oito,12225868,Residencial Dom Bosco,São José dos Campos,SP
Rua Benedito Antunes de Moura,12225870,Residencial Dom Bosco,São José dos Campos,SP
Rua Rodolpho José de Moura,12225872,Residencial Dom Bosco,São José dos Campos,SP
Rua Geraldo de Almeida Tavares,12225874,Residencial Dom Bosco,São José dos Campos,SP
Rua Schiller Oliveira de Mello,12225876,Residencial Dom Bosco,São José dos Campos,SP
Rua Homero de Paula Mattos,12053140,Parque São Cristóvão,Taubaté,SP
Alameda Honduras,12030480,Jardim das Nações,Taubaté,SP
Rua Honório Jovino,12030100,Jardim das Nações,Taubaté,SP
Rua das Hortências,12090250,Campos Elíseos,Taubaté,SP
Rua das Hortências,12042100,Piracangaguá (Chácara Flórida),Taubaté,SP
Rua Huascar Pereira,12030680,Vila Jaboticabeira,Taubaté,SP
Rua Hugo Carlos Edlinger Filho,12060710,Vila São Jorge,Taubaté,SP
Rua Humberto Ambrogi,12080240,Centro,Taubaté,SP
Rua Hygino Miranda de Faria,12051020,Estiva,Taubaté,SP
Rua I,12091700,Cidade Jardim,Taubaté,SP
Quadra I,12043120,Cecap,Taubaté,SP
Avenida de Ibéria,12042030,Piracangaguá (Chácara Flórida),Taubaté,SP
Rua Ibisco,12042190,Piracangaguá (Chácara Flórida),Taubaté,SP
Rua Idalina Monteclaro César Mattos Gomes,12061301,Parque Santo Antônio,Taubaté,SP
Rua Idalina Pereira Batista,12091370,Jardim Bela Vista,Taubaté,SP
Rua Ilda Santos do Carmo,12092110,São Gonçalo,Taubaté,SP
Rua Ildefonso Ferreira dos Santos,12091600,Jardim Paulista,Taubaté,SP
Rua Imaculada Conceição,12090360,Campos Elíseos,Taubaté,SP
Rua Imaculada Conceição,12010480,Centro,Taubaté,SP
Avenida dos Imigrantes,12043490,Quiririm,Taubaté,SP
Rua Inácio Vieira de Almeida,12052430,Vila Albina,Taubaté,SP
Largo da Inconfidência,12070530,Vila São José,Taubaté,SP
Avenida Independência - até 766/767,12031000,Vila Jaboticabeira,Taubaté,SP
Avenida Independência - de 768/769 a 1750/1751,12031001,Vila Jaboticabeira,Taubaté,SP
Avenida Independência - de 1752/1753 ao fim,12032000,Jardim Independência,Taubaté,SP
Rua da Indústria,12060520,Vila Nossa Senhora das Graças,Taubaté,SP
Rua Inglaterra,12030450,Jardim das Nações,Taubaté,SP
Rua dos Ipês,12090150,Campos Elíseos,Taubaté,SP
Rua dos Ipês,12040130,Parque Senhor do Bonfim,Taubaté,SP
Rua Iracy Vilalta Tuan,12031240,Bel Recanto,Taubaté,SP
Alameda Irineu Ferreira da Silva,12086080,Granjas Rurais Reunidas São Judas Tadeu,Taubaté,SP
Rua Irineu Garcia Martins dos Santos,12091850,Cidade Jardim,Taubaté,SP
Rua Íris Borges do Couto,12085040,Chácara São Silvestre,Taubaté,SP
Rua Irmã Amália Aguirre,12081110,Jardim Sandra Maria,Taubaté,SP
Rua Irmã Cecília Henrique dos Santos,12091680,Cidade Jardim,Taubaté,SP
Rua Irmã Cornélia,12091130,Jardim Baronesa,Taubaté,SP
Rua Irmã Henriqueta,12070190,Vila São Carlos,Taubaté,SP
Travessa Irmã Henriqueta,12070193,Vila São Carlos,Taubaté,SP
Rua Irmã Horminda Gambier Franco,12052280,Recanto dos Coqueirais,Taubaté,SP
Rua Irmã Luíza Basília,12031160,Parque Residencial Bom Conselho,Taubaté,SP
Rua Irmã Margarida,12020150,Centro,Taubaté,SP
Rua Irmã Maria Rita de Moura,12031140,Parque Residencial Bom Conselho,Taubaté,SP
Rua Irmã Pedrina Barbosa,12091231,Jardim Liete,Taubaté,SP
Rua Irmão Evaristo Corrêa,12062630,Parque Jaraguá,Taubaté,SP
Rua Irmãos Albernaz,12050190,Vila Costa,Taubaté,SP
Rua Isabel Bueno de Mattos,12092230,São Gonçalo,Taubaté,SP
Rua Isaltina Borges Gobbo,12081560,Terra Nova,Taubaté,SP
Rua Isidoro Nogueira Tinoco,12085080,Chácara São Silvestre,Taubaté,SP
Rua Ismael Pereira de Faria,12081650,Terra Nova,Taubaté,SP
Rua Ismênia de Mattos Ribas,12060650,Vila Marly,Taubaté,SP
Rua Itaberaba,12082400,Alto São Pedro,Taubaté,SP
Rua Itacolomi,12082220,Alto São Pedro,Taubaté,SP
Rua Itaguaçu,12071300,Parque Urupês,Taubaté,SP
Rua Itajaí,12051540,Parque Aeroporto,Taubaté,SP
Avenida Itália,12030212,Jardim das Nações,Taubaté,SP
Avenida Itambé,12091200,Chácara Santa Luzia,Taubaté,SP
Rua Itanhaém,12010340,Jardim Russi,Taubaté,SP
Rua Itapagipe,12040570,Parque Senhor do Bonfim,Taubaté,SP
Rua Itaparica,12040520,Parque Senhor do Bonfim,Taubaté,SP
Rua Itapeva,12052180,Vila Rezende,Taubaté,SP
Rua Itapoã,12040630,Parque Senhor do Bonfim,Taubaté,SP
Rua Itápolis,12071111,Jardim Ana Rosa,Taubaté,SP
Rua Ival dos Reis Oliveira,12052360,Vila Elvira,Taubaté,SP
Rua Ivan Costa,12061163,Jardim Mourisco,Taubaté,SP
Rua Ivan da Silva Cunha,12061470,Parque São Luís,Taubaté,SP
Rua Ivan de Souza Oliveira,12090765,Residencial Dalla Rosa,Taubaté,SP
Rua Ivo Tomás Fernandes,12052660,Esplanada Santa Terezinha,Taubaté,SP
Travessa Izaltina Ribeiro dos Santos,12050440,Chácara do Visconde,Taubaté,SP
Rua J,12071540,Jardim Gurilândia,Taubaté,SP
Caminho das Jaboticabeiras,12092521,São Gonçalo,Taubaté,SP
Rua dos Jacarandás,12040120,Parque Senhor do Bonfim,Taubaté,SP
Rua Jacareí,12060260,Vila Iapi,Taubaté,SP
Rua Jacinto Moreira da Silva,12072045,Residencial Sítio Santo Antônio,Taubaté,SP
Rua Jair Alves da Cunha,12090762,Residencial Dalla Rosa,Taubaté,SP
Praça Jair Basílio de Souza,12043030,Cecap,Taubaté,SP
Rua Jambeiro,12062520,Jardim Jaraguá,Taubaté,SP
Rua Jânio da Silva Quadros,12045070,Jardim Santa Tereza,Taubaté,SP
Rua Januário Moreira de Toledo,12045210,Jardim Santa Tereza,Taubaté,SP
Rua Japão,12030270,Jardim das Nações,Taubaté,SP
Rua Jarbas dos Santos Toledo,12061400,Parque São Luís,Taubaté,SP
Rua Jasmin,12042130,Piracangaguá (Chácara Flórida),Taubaté,SP
Rua dos Jasmins,12090120,Campos Elíseos,Taubaté,SP
Rua Jayme Barbosa Lima - até 290/291,12062620,Parque Jaraguá,Taubaté,SP
Rua Jayme de Castro,12091090,Jardim Baronesa,Taubaté,SP
Rua Jeferson Estefano Oliveira,12061330,Parque Santo Antônio,Taubaté,SP
Rua dos Jequitibas,12040110,Parque Senhor do Bonfim,Taubaté,SP
Rua Jerônymo Lorena,12010610,Jardim Eulália,Taubaté,SP
Rua Joaçaba,12051470,Parque Aeroporto,Taubaté,SP
Praça Joana Martins Castilho D'Alessandro,12082093,Bosque da Saúde,Taubaté,SP
Praça João Alcides Migoto,12090790,Vila Regedor,Taubaté,SP
Rua João Augusto de Castro,12053040,Parque São Cristóvão,Taubaté,SP
Rua João Barquete,12043037,Cecap,Taubaté,SP
Rua João Basso,12091660,Cidade Jardim,Taubaté,SP
Rua João Batista Antônio dos Santos,12090806,Residencial Paraíso,Taubaté,SP
Rua João Batista Canavezi,12043400,Quiririm,Taubaté,SP
Rua João Batista Góes (Santa Cruz do Saladeiro),12061080,Vila Areao,Taubaté,SP
Rua João Batista Xavier Dias,12092180,São Gonçalo,Taubaté,SP
Rua João Bindão,12062160,Jardim Califórnia,Taubaté,SP
Rua João Brazchi,12031651,Jardim Independência,Taubaté,SP
Rua João Cardoso Sobrinho,12030740,Vila Jaboticabeira,Taubaté,SP
Rua João da Cunha Gago,12052500,Jardim Canuto Borges,Taubaté,SP
Rua João da Silva,12053370,Parque São Cristóvão,Taubaté,SP
Rua João da Silva Veloso,12062460,Jardim Jaraguá,Taubaté,SP
Rua João de Alvarenga Ortiz,12052260,Recanto dos Coqueirais,Taubaté,SP
Rua João de Freitas Miranda,12020110,Centro,Taubaté,SP
Rua João de Siqueira Afonso,12091310,Chácaras Reunidas Brasil,Taubaté,SP
Praça João Domingos Manara,12043060,Cecap,Taubaté,SP
Rua João Eugênio Carvalho,12050610,Jardim das Monções,Taubaté,SP
Rua João Evangelista Leite,12091610,Jardim Paulista,Taubaté,SP
Rua João Ferreira da Rocha,12051360,Parque Aeroporto,Taubaté,SP
Rua João Fondello,12093120,Morada dos Nobres,Taubaté,SP
Rua João Francisco da Gama,12070120,Jardim Neusa Maria,Taubaté,SP
Rua João Gorges (Loteamento João Gorges),12052040,Monção,Taubaté,SP
Avenida João Guarnieri,12061309,Parque Santo Antônio,Taubaté,SP
Rua João Guedes,12080390,Centro,Taubaté,SP
Rua João Lopes,12052390,Vila Elvira,Taubaté,SP
Rua João Lopes Guimarães,12081490,Jardim Sonia Maria,Taubaté,SP
Rua João Malta Júnior,12030730,Vila Jaboticabeira,Taubaté,SP
Rua João Manoel Ramiro,12072120,Residencial Sítio Santo Antônio,Taubaté,SP
Praça Simone de Oliveira Pinto,11671063,Morro do Algodão,Caraguatatuba,SP
Rua Lydia Martins Higdalgo,11671195,Morro do Algodão,Caraguatatuba,SP
Rua Hideharu Tanikawa,11671235,Morro do Algodão,Caraguatatuba,SP
Rua João Evaristo de Souza,11671245,Morro do Algodão,Caraguatatuba,SP
Rua José de Souza Lima Filho,11671395,Morro do Algodão,Caraguatatuba,SP
Rua João Martins,11671405,Morro do Algodão,Caraguatatuba,SP
Travessa José Barba,11671531,Morro do Algodão,Caraguatatuba,SP
Alameda dos Corais,11672355,Pontal de Santa Marina,Caraguatatuba,SP
Avenida Thereza Albino Chacon,11672340,Pontal de Santa Marina,Caraguatatuba,SP
Alameda das Quimeras,11672374,Pontal de Santa Marina,Caraguatatuba,SP
Alameda das Meduzas,11672375,Pontal de Santa Marina,Caraguatatuba,SP
Alameda dos Buzios,11672376,Pontal de Santa Marina,Caraguatatuba,SP
Alameda dos Tritões,11672377,Pontal de Santa Marina,Caraguatatuba,SP
Avenida Camburu,11672378,Pontal de Santa Marina,Caraguatatuba,SP
Praça Noé Teixeira Rocha,11673055,Poiares,Caraguatatuba,SP
Rua Afonso Batista dos Santos,11674415,Tinga,Caraguatatuba,SP
Praça Alexandre Kasemiro,11674425,Tinga,Caraguatatuba,SP
Rua Altamir Tibiriçá Pimenta ( Jardim Itaúna ),11674591,Tinga,Caraguatatuba,SP
Travessa Júlio César Ferreira,11674801,Tinga,Caraguatatuba,SP
Rua Vicente Orlando,11675005,Jardim Rio Santos,Caraguatatuba,SP
Rua Sebastiana Maria Conceição Silva,11675035,Jaraguazinho,Caraguatatuba,SP
Rua José Benedito dos Santos,11675175,Jardim Rio Santos,Caraguatatuba,SP
Praça das Crianças,11675182,Jaraguazinho,Caraguatatuba,SP
Rua Anna Maria de Jesus Paula,11675187,Jardim Rio Santos,Caraguatatuba,SP
Rua Augusto Vieira de Oliveira,11675573,Rio do Ouro,Caraguatatuba,SP
Rua Clementino dos Santos Gomes ( Vila Ernestina ),11675715,Rio do Ouro,Caraguatatuba,SP
Rua Soldado Leonidas de Almeida Santos ( Loteamento Jardim Bandeirantes ),11675695,Rio do Ouro,Caraguatatuba,SP
Rua Benedito Jesuíno,11676095,Capricónio III,Caraguatatuba,SP
Rua Professor Lúcio Jacinto dos Santos (Villagio Verde Mare),11677015,Massaguaçu,Caraguatatuba,SP
Rua Cezar Correia Amarante ( Lot. Jardim do Sol ),11677031,Massaguaçu,Caraguatatuba,SP
Rua Thomaz Totti (Vila Massaguaçu),11677055,Massaguaçu,Caraguatatuba,SP
Travessa Pescador Dito Fernandez (Vila Massaguaçu),11677065,Massaguaçu,Caraguatatuba,SP
Travessa Pescador Capuava (Vila Massaguaçu),11677066,Massaguaçu,Caraguatatuba,SP
Travessa Pescador Lulú (Vila Massaguaçu),11677067,Massaguaçu,Caraguatatuba,SP
